"code","species","s.1","s.2","s.3","s.4","s.5","s.6","s.7","s.8","s.9","s.10","s.11","s.12","s.13","s.14","s.15","s.16","s.17","s.18","s.19","s.20"
NA,NA,0.272727272727273,0.261538461538462,0.212121212121212,0.235294117647059,0.223880597014925,0.194029850746269,0.164179104477612,0.220588235294118,0.0454545454545455,0.0606060606060606,0,0.0307692307692308,0.119402985074627,0.405797101449275,0.361111111111111,0.4,0.508196721311475,0.847222222222222,0.939393939393939,0.956521739130435
NA,NA,0.272727272727273,0.261538461538462,0.212121212121212,0.25,0.238805970149254,0.208955223880597,0.164179104477612,0.191176470588235,0.0454545454545455,0.0606060606060606,0.0303030303030303,0,0.119402985074627,0.405797101449275,0.375,0.430769230769231,0.491803278688525,0.861111111111111,0.924242424242424,0.942028985507246
NA,NA,0.287878787878788,0.276923076923077,0.196969696969697,0.235294117647059,0.223880597014925,0.194029850746269,0.164179104477612,0.205882352941176,0.106060606060606,0.121212121212121,0.121212121212121,0.123076923076923,0,0.434782608695652,0.375,0.461538461538462,0.540983606557377,0.902777777777778,0.96969696969697,0.971014492753623
NA,NA,0.303030303030303,0.323076923076923,0.454545454545455,0.470588235294118,0.462686567164179,0.447761194029851,0.373134328358209,0.441176470588235,0.363636363636364,0.363636363636364,0.424242424242424,0.430769230769231,0.447761194029851,0,0.527777777777778,0.615384615384615,0.672131147540984,1,1,1
NA,NA,0.46969696969697,0.492307692307692,0.439393939393939,0.397058823529412,0.388059701492537,0.373134328358209,0.388059701492537,0.397058823529412,0.409090909090909,0.409090909090909,0.393939393939394,0.415384615384615,0.402985074626866,0.550724637681159,0,0.523076923076923,0.672131147540984,1,1,1
NA,NA,0.5,0.492307692307692,0.363636363636364,0.352941176470588,0.373134328358209,0.388059701492537,0.343283582089552,0.382352941176471,0.393939393939394,0.393939393939394,0.393939393939394,0.430769230769231,0.447761194029851,0.579710144927536,0.472222222222222,0,0.262295081967213,0.805555555555556,0.954545454545455,0.942028985507246
NA,NA,0.545454545454545,0.538461538461538,0.424242424242424,0.485294117647059,0.477611940298507,0.462686567164179,0.432835820895522,0.455882352941176,0.454545454545455,0.454545454545455,0.46969696969697,0.461538461538462,0.492537313432836,0.594202898550725,0.569444444444444,0.246153846153846,0,0.819444444444444,0.909090909090909,0.884057971014493
NA,NA,0.954545454545455,0.953846153846154,0.96969696969697,0.941176470588235,0.955223880597015,0.955223880597015,0.925373134328358,0.970588235294118,0.893939393939394,0.893939393939394,0.924242424242424,0.953846153846154,0.970149253731343,0.884057971014493,1,0.892307692307692,0.967213114754098,0,0.863636363636364,0.884057971014493
NA,NA,0.848484848484849,0.876923076923077,0.924242424242424,0.882352941176471,0.880597014925373,0.880597014925373,0.880597014925373,0.852941176470588,0.939393939393939,0.939393939393939,0.939393939393939,0.938461538461538,0.955223880597015,0.884057971014493,0.916666666666667,0.969230769230769,0.983606557377049,0.791666666666667,0,0.594202898550725
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.958333333333333,1,1,0.847222222222222,0.621212121212121,0
