"cluster","id","d3","d5","d2","d4","d1","d6","d7"
1,51,0.81916265978656,0.598070739549839,0.465905157493942,0.394618834080717,0.927947598253275,0.0238095238095238,0.1
1,52,0.730972205934092,0.620578778135048,0.336448598130841,0.26457399103139,0.868995633187773,0.226190476190476,0.2
1,53,0.757828075524804,0.585209003215434,0.376600899965386,0.412556053811659,0.910480349344978,0.321428571428571,0.5
1,54,0.757828075524804,0.585209003215434,0.376600899965386,0.412556053811659,0.910480349344978,0.321428571428571,0.5
1,55,0.766271842383019,0.495176848874598,0.387331256490135,0.26457399103139,0.90174672489083,0.357142857142857,0.355555555555556
1,56,0.81916265978656,0.819935691318328,0.465905157493942,0.394618834080717,0.927947598253275,0.107142857142857,0.2
1,57,0.847074000234549,0.501607717041801,0.271028037383178,0.26457399103139,0.87117903930131,0.571428571428571,0.5
1,58,0.802040576990735,0.372990353697749,0.152647975077882,0.376681614349776,0.921397379912664,0.416666666666667,0.255555555555556
1,59,0.0306086548610297,0.376205787781351,0.023883696780893,0.0762331838565023,0.733624454148472,0.297619047619048,0.555555555555556
1,60,0.0411633634337985,0.32475884244373,0.0373831775700935,0.219730941704036,0.790393013100437,0.428571428571429,0.0555555555555555
1,61,0.110589890934678,0.29903536977492,0.16926272066459,0.412556053811659,0.849344978165939,0.285714285714286,0.6
1,62,0.110589890934678,0.106109324758842,0.16926272066459,0.412556053811659,0.849344978165939,0.523809523809524,0.655555555555556
1,63,0.537938313592119,0.533762057877814,0.252336448598131,0.327354260089686,0.930131004366812,0.238095238095238,0.5
1,64,0.730972205934092,0.598070739549839,0.336448598130841,0.26457399103139,0.868995633187773,0.214285714285714,0.255555555555556
1,65,0.739885070951096,0.672025723472669,0.348909657320872,0.242152466367713,0.888646288209607,0.19047619047619,0.3
1,66,0.766271842383019,0.527331189710611,0.387331256490135,0.26457399103139,0.90174672489083,0.345238095238095,0.455555555555556
1,67,0.774129236542747,0.668810289389068,0.399792315680166,0.52914798206278,0.91703056768559,0.261904761904762,0.455555555555556
1,68,0.774129236542747,0.559485530546624,0.399792315680166,0.52914798206278,0.91703056768559,0.214285714285714,0.555555555555556
1,69,0.774129236542747,0.559485530546624,0.399792315680166,0.52914798206278,0.91703056768559,0.214285714285714,0.655555555555556
1,70,0.0816230796294125,0.482315112540193,0.106957424714434,0.385650224215247,0.90174672489083,0.130952380952381,0.455555555555556
1,71,0.105429811187991,0.437299035369775,0.158878504672897,0.542600896860987,0.890829694323144,0.142857142857143,0.8
1,72,0.802626949689222,0.498392282958199,0.28625822083766,0.695067264573991,0.958515283842795,0.261904761904762,0.355555555555556
1,73,0.0816230796294125,0.430868167202572,0.106957424714434,0.385650224215247,0.90174672489083,0.119047619047619,0.655555555555556
1,74,0.711387357804621,0.485530546623794,0.501557632398754,0.385650224215247,0.838427947598253,0.333333333333333,0.455555555555556
1,75,0.827958250263868,0.816720257234727,0.480443059882312,0.605381165919282,0.936681222707424,0.178571428571429,0.1
1,76,0.0219303389234197,0.144694533762058,0.0152301834544825,0.327354260089686,0.737991266375546,0.761904761904762,0.3
1,77,0.0411633634337985,0.434083601286174,0.0373831775700935,0.219730941704036,0.790393013100437,0.333333333333333,0.3
1,78,0.112466283569837,0.196141479099678,0.172377985462098,0.20627802690583,0.812227074235808,0.678571428571429,0.3
1,79,0.612055822680896,0.401929260450161,0.36552440290758,0.542600896860987,0.866812227074236,0.607142857142857,0.255555555555556
1,80,0.649349126304679,0.62379421221865,0.411214953271028,0.295964125560538,0.88646288209607,0.0476190476190476,0.7
1,81,0.696024393104257,0.556270096463023,0.484596746278989,0.457399103139013,0.895196506550218,0.285714285714286,0.655555555555556
1,82,0.730972205934092,0.504823151125402,0.336448598130841,0.26457399103139,0.868995633187773,0.345238095238095,0.2
1,83,0.749618857745983,0.527331189710611,0.36656282450675,0.744394618834081,0.96943231441048,0.428571428571429,0.455555555555556
1,84,0.757828075524804,0.463022508038585,0.376600899965386,0.412556053811659,0.910480349344978,0.380952380952381,0.0555555555555555
1,85,0.766271842383019,0.578778135048232,0.387331256490135,0.26457399103139,0.90174672489083,0.357142857142857,0.355555555555556
1,86,0.81916265978656,0.620578778135048,0.465905157493942,0.394618834080717,0.927947598253275,0,0.0555555555555555
1,87,0.81916265978656,0.745980707395498,0.465905157493942,0.394618834080717,0.927947598253275,0.142857142857143,0.2
1,88,0.81916265978656,0.64951768488746,0.465905157493942,0.394618834080717,0.927947598253275,0.226190476190476,0.2
1,89,0.84519760759939,0.742765273311897,0.508480443059882,0.345291479820628,0.941048034934498,0.25,0.355555555555556
1,90,0.0854931394394277,0.488745980707396,0.115610938040845,0.331838565022422,0.90174672489083,0.119047619047619,0.5
1,91,0.722762988155272,0.401929260450161,0.327102803738318,0.381165919282511,0.868995633187773,0.523809523809524,0.6
1,92,0.0854931394394277,0.488745980707396,0.115610938040845,0.331838565022422,0.90174672489083,0.107142857142857,0.555555555555556
1,93,0.56303506508737,0.598070739549839,0.286950501903773,0.641255605381166,0.914847161572052,0.202380952380952,0.655555555555556
1,94,0.696024393104257,0.514469453376206,0.484596746278989,0.457399103139013,0.895196506550218,0.333333333333333,0.5
1,95,0.739885070951096,0.681672025723473,0.348909657320872,0.242152466367713,0.888646288209607,0.0833333333333333,0.255555555555556
1,96,0.816817168992612,0.501607717041801,0.303219106957425,0.197309417040359,0.858078602620087,0.583333333333333,0.1
1,97,0.0261522223525273,0.337620578778135,0.0193838698511596,0.0986547085201794,0.731441048034935,0.392857142857143,0.155555555555556
1,98,0.00891286501700481,0.488745980707396,0,0.0134529147982063,0.406113537117904,0.107142857142857,0.555555555555556
1,99,0.696024393104257,0.302250803858521,0.484596746278989,0.457399103139013,0.895196506550218,0.857142857142857,0.455555555555556
1,100,0.696024393104257,0.565916398713826,0.484596746278989,0.457399103139013,0.895196506550218,0.285714285714286,0.555555555555556
1,101,0.696024393104257,0.565916398713826,0.484596746278989,0.457399103139013,0.895196506550218,0.285714285714286,0.555555555555556
1,102,0.711387357804621,0.392282958199357,0.501557632398754,0.385650224215247,0.838427947598253,0.607142857142857,0.555555555555556
1,103,0.749618857745983,0.57556270096463,0.36656282450675,0.744394618834081,0.96943231441048,0.297619047619048,0.4
1,104,0.781634807083382,0.704180064308682,0.410868812737972,0.367713004484305,0.919213973799127,0.166666666666667,0.455555555555556
1,105,0.00164184355576404,0.0996784565916399,0.00449982692973347,0.112107623318386,0.692139737991266,0.75,0.3
1,106,0.0579336226105312,0.337620578778135,0.059190031152648,0.10762331838565,0.775109170305677,0.440476190476191,0.655555555555556
1,107,0.0778702943590946,0.514469453376206,0.0979577708549671,0.318385650224215,0.895196506550218,0.166666666666667,0.3
1,108,0.730972205934092,0.617363344051447,0.336448598130841,0.26457399103139,0.868995633187773,0.214285714285714,0.3
1,109,0.810015245690161,0.581993569131833,0.296296296296296,0.300448430493274,0.919213973799127,0.357142857142857,0.3
1,110,0.82326726867597,0.488745980707396,0.30944963655244,0.300448430493274,0.834061135371179,0.488095238095238,0.555555555555556
1,111,0.0579336226105312,0.369774919614148,0.059190031152648,0.10762331838565,0.775109170305677,0.333333333333333,0.6
1,112,0.0816230796294125,0.533762057877814,0.106957424714434,0.385650224215247,0.90174672489083,0.0357142857142857,0.455555555555556
1,113,0.816817168992612,0.662379421221865,0.303219106957425,0.197309417040359,0.858078602620087,0.285714285714286,0.355555555555556
1,114,0.840154802392401,0.536977491961415,0.263412945655936,0.394618834080717,0.903930131004367,0.238095238095238,0.255555555555556
1,115,0.0700129001993667,0.437299035369775,0.0806507442021461,0.152466367713004,0.823144104803493,0.142857142857143,0.8
1,116,0.0700129001993667,0.427652733118971,0.0806507442021461,0.152466367713004,0.823144104803493,0.142857142857143,0.655555555555556
1,117,0.0854931394394277,0.302250803858521,0.115610938040845,0.331838565022422,0.90174672489083,0.178571428571429,0.655555555555556
1,118,0.0854931394394277,0.418006430868167,0.115610938040845,0.331838565022422,0.90174672489083,0.142857142857143,0.5
1,119,0.0922950627418787,0.270096463022508,0.129110418830045,0.260089686098655,0.866812227074236,0.178571428571429,0.4
1,120,0.537938313592119,0.559485530546624,0.252336448598131,0.327354260089686,0.930131004366812,0.25,0.3
1,121,0.703999061803683,0.260450160771704,0.494980962270682,0.461883408071749,0.897379912663755,0.702380952380952,0.2
1,122,0.703999061803683,0.479099678456592,0.494980962270682,0.461883408071749,0.897379912663755,0.333333333333333,0.555555555555556
1,123,0.78902310308432,0.652733118971061,0.421253028729664,0.36322869955157,0.91703056768559,0.321428571428571,0.555555555555556
1,124,0.778702943590946,0.504823151125402,0.245759778470059,0.125560538116592,0.74235807860262,0.357142857142857,0.3
1,125,0.802626949689222,0.565916398713826,0.28625822083766,0.695067264573991,0.958515283842795,0.416666666666667,0.555555555555556
1,126,0.802040576990735,0.591639871382637,0.152647975077882,0.376681614349776,0.921397379912664,0.107142857142857,0.555555555555556
1,127,0.112466283569837,0.218649517684887,0.172377985462098,0.20627802690583,0.812227074235808,0.404761904761905,0.2
1,128,0.84519760759939,0.482315112540193,0.508480443059882,0.345291479820628,0.941048034934498,0.333333333333333,0.3
1,129,0.780931159845198,0.440514469453376,0.122879889235029,0.2152466367713,0.895196506550218,0.369047619047619,0.355555555555556
1,130,0.802040576990735,0.42443729903537,0.152647975077882,0.376681614349776,0.921397379912664,0.238095238095238,0.0555555555555555
1,131,0.0929987099800633,0.42443729903537,0.0661128418137764,0.0179372197309417,0.388646288209607,0.297619047619048,0.255555555555556
1,132,0.0666119385481412,0.379421221864952,0.0744202146071305,0.165919282511211,0.80349344978166,0.285714285714286,0.3
1,133,0.110589890934678,0.270096463022508,0.16926272066459,0.412556053811659,0.849344978165939,0.369047619047619,0.5
1,134,0.794300457370705,0.495176848874598,0.27172031844929,0.784753363228699,0.945414847161572,0.321428571428571,0.3
1,135,0.0700129001993667,0.408360128617363,0.0806507442021461,0.152466367713004,0.823144104803493,0.273809523809524,0.255555555555556
1,136,0.687580626246042,0.495176848874598,0.474212530287297,0.89237668161435,0.941048034934498,0.440476190476191,0.6
1,137,0.78902310308432,0.482315112540193,0.421253028729664,0.36322869955157,0.91703056768559,0.511904761904762,0.1
1,138,0.795825026386771,0.430868167202572,0.429560401523018,0.295964125560538,0.884279475982533,0.607142857142857,0.3
1,139,0.358273718775654,0.508038585209003,0.158878504672897,0.15695067264574,0.77292576419214,0.321428571428571,0.255555555555556
1,140,0.802978773308315,0.627009646302251,0.439944617514711,0.295964125560538,0.88646288209607,0.273809523809524,0.2
1,141,0.795825026386771,0.633440514469453,0.429560401523018,0.295964125560538,0.884279475982533,0.285714285714286,0.155555555555556
1,142,0.59270552363082,0.678456591639871,0.33748701973001,0.573991031390134,0.98471615720524,0.19047619047619,0.455555555555556
1,143,0.612055822680896,0.610932475884244,0.36552440290758,0.542600896860987,0.866812227074236,0.428571428571429,0.944444444444445
1,144,0.338219772487393,0.463022508038585,0.16926272066459,0.37219730941704,0.864628820960699,0.452380952380952,0.555555555555556
1,145,0.59270552363082,0.694533762057878,0.33748701973001,0.573991031390134,0.98471615720524,0.202380952380952,0.555555555555556
1,146,0.669520347132638,0.810289389067524,0.447559709241952,0.448430493273543,0.978165938864629,0.0833333333333333,0.4
1,147,0.0922950627418787,0.353697749196141,0.129110418830045,0.260089686098655,0.866812227074236,0.297619047619048,0.555555555555556
1,148,0.778702943590946,0.707395498392283,0.245759778470059,0.125560538116592,0.74235807860262,0.154761904761905,0.355555555555556
1,149,0.749618857745983,0.488745980707396,0.36656282450675,0.744394618834081,0.96943231441048,0.333333333333333,0.7
1,150,0.794300457370705,0.691318327974277,0.27172031844929,0.784753363228699,0.945414847161572,0.119047619047619,0.455555555555556
1,151,0.498885891872874,0.67524115755627,0.186915887850467,0.300448430493274,0.919213973799127,0.285714285714286,0.555555555555556
1,152,0.40729447636918,0.726688102893891,0.229145032883351,0.304932735426009,0.866812227074236,0.166666666666667,0.2
1,153,0.488096634220711,0.720257234726688,0.168916580131533,0.260089686098655,0.866812227074236,0.333333333333333,0.155555555555556
1,154,0.802626949689222,0.57556270096463,0.28625822083766,0.695067264573991,0.958515283842795,0.380952380952381,0.5
1,155,0.836753840741175,0.881028938906752,0.494980962270682,0.345291479820628,0.938864628820961,0.142857142857143,0.255555555555556
1,156,0.749618857745983,0.456591639871383,0.36656282450675,0.744394618834081,0.96943231441048,0.380952380952381,0.1
1,157,0.836753840741175,0.84887459807074,0.494980962270682,0.345291479820628,0.938864628820961,0.142857142857143,0.2
1,158,0.757828075524804,0.520900321543408,0.376600899965386,0.412556053811659,0.910480349344978,0.357142857142857,0.355555555555556
1,159,0.757828075524804,0.588424437299035,0.376600899965386,0.412556053811659,0.910480349344978,0.238095238095238,0.4
1,160,0.774129236542747,0.540192926045016,0.399792315680166,0.52914798206278,0.91703056768559,0.226190476190476,0.6
1,161,0.0922950627418787,0.446945337620579,0.129110418830045,0.260089686098655,0.866812227074236,0.166666666666667,0.3
1,162,0.669520347132638,0.581993569131833,0.447559709241952,0.448430493273543,0.978165938864629,0.30952380952381,0.4
1,163,0.108478949220124,0.418006430868167,0.165109034267913,0.331838565022422,0.877729257641921,0.19047619047619,0.9
1,164,0.781634807083382,0.501607717041801,0.410868812737972,0.367713004484305,0.919213973799127,0.488095238095238,0.155555555555556
1,165,0.816817168992612,0.501607717041801,0.303219106957425,0.197309417040359,0.858078602620087,0.619047619047619,0.2
1,166,0.0552363081974903,0.0996784565916399,0.0546902042229145,0.116591928251121,0.753275109170306,0.654761904761905,0.455555555555556
1,167,0.757828075524804,0.463022508038585,0.376600899965386,0.412556053811659,0.910480349344978,0.380952380952381,0.0555555555555555
1,168,0.659786560337751,0.681672025723473,0.431637244721357,0.721973094170404,0.995633187772926,0.214285714285714,0.455555555555556
1,169,0.105429811187991,0.39871382636656,0.158878504672897,0.542600896860987,0.890829694323144,0.130952380952381,1
1,170,0.669520347132638,0.594855305466238,0.447559709241952,0.448430493273543,0.978165938864629,0.357142857142857,0.2
1,171,0.811187991087135,0.633440514469453,0.453097957770855,0.394618834080717,0.927947598253275,0.238095238095238,0.155555555555556
1,172,0.705640905359447,0.488745980707396,0.30460366908965,0.278026905829596,0.768558951965065,0.416666666666667,0.4
1,173,0.696024393104257,0.57556270096463,0.484596746278989,0.457399103139013,0.895196506550218,0.285714285714286,0.555555555555556
1,174,0.795825026386771,0.498392282958199,0.429560401523018,0.295964125560538,0.884279475982533,0.285714285714286,0.2
1,175,0.722762988155272,0.385852090032154,0.327102803738318,0.381165919282511,0.868995633187773,0.452380952380952,0.155555555555556
1,176,0.722762988155272,0.581993569131833,0.327102803738318,0.381165919282511,0.868995633187773,0.285714285714286,0.5
1,177,0.0554708572768852,0.115755627009646,0.0231914157147802,0.103139013452915,0.679039301310044,0.464285714285714,0.6
1,178,0.730972205934092,0.546623794212219,0.336448598130841,0.26457399103139,0.868995633187773,0.345238095238095,0.255555555555556
1,179,0.853524099917908,0.517684887459807,0.278643129110419,0.260089686098655,0.866812227074236,0.357142857142857,0.2
1,180,0.711387357804621,0.392282958199357,0.501557632398754,0.385650224215247,0.838427947598253,0.607142857142857,0.555555555555556
1,181,0.78902310308432,0.697749196141479,0.421253028729664,0.36322869955157,0.91703056768559,0.202380952380952,0.7
1,182,0.769672804034244,0.543408360128617,0.105226722049152,0.116591928251121,0.753275109170306,0.202380952380952,0.4
1,183,0.0473789140377624,0.327974276527331,0.0456905503634476,0.15695067264574,0.794759825327511,0.452380952380952,0.2
1,184,0.807083382197725,0.469453376205788,0.15957078573901,0.479820627802691,0.90174672489083,0.357142857142857,0.455555555555556
1,185,0.678785035768735,0.598070739549839,0.461405330564209,0.659192825112108,0.949781659388646,0.226190476190476,0.5
1,186,0.802978773308315,0.495176848874598,0.439944617514711,0.295964125560538,0.88646288209607,0.369047619047619,0.3
1,187,0.110589890934678,0.29903536977492,0.16926272066459,0.412556053811659,0.849344978165939,0.285714285714286,0.6
1,188,0.795825026386771,0.604501607717042,0.429560401523018,0.295964125560538,0.884279475982533,0.321428571428571,0.2
1,189,0.0955787498534068,0.356913183279743,0.136725510557286,0.336322869955157,0.882096069868996,0.321428571428571,0.0555555555555555
1,190,0.0990969860443298,0.29903536977492,0.143994461751471,0.228699551569507,0.879912663755459,0.535714285714286,0.4
1,191,0.105429811187991,0.305466237942122,0.158878504672897,0.542600896860987,0.890829694323144,0.214285714285714,0.4
1,192,0.669520347132638,0.707395498392283,0.447559709241952,0.448430493273543,0.978165938864629,0.154761904761905,0.255555555555556
1,193,0.749618857745983,0.720257234726688,0.36656282450675,0.744394618834081,0.96943231441048,0.0833333333333333,0.455555555555556
1,194,0.811187991087135,0.710610932475884,0.453097957770855,0.394618834080717,0.927947598253275,0.119047619047619,0.4
1,195,0.749618857745983,0.720257234726688,0.36656282450675,0.744394618834081,0.96943231441048,0.0833333333333333,0.455555555555556
1,196,0.678785035768735,0.684887459807074,0.461405330564209,0.659192825112108,0.949781659388646,0.25,0.555555555555556
1,197,0.0554708572768852,0.115755627009646,0.0231914157147802,0.103139013452915,0.679039301310044,0.464285714285714,0.6
1,198,0.81916265978656,0.620578778135048,0.465905157493942,0.394618834080717,0.927947598253275,0,0.0555555555555555
1,199,0.802978773308315,0.376205787781351,0.439944617514711,0.295964125560538,0.88646288209607,0.523809523809524,0.655555555555556
1,200,0.770962823970916,0.655948553054662,0.236760124610592,0.0179372197309417,0.286026200873363,0.273809523809524,0.355555555555556
1,201,0.802978773308315,0.62379421221865,0.439944617514711,0.295964125560538,0.88646288209607,0.214285714285714,0.2
1,202,0.0888941010906532,0.327974276527331,0.12184146763586,0.304932735426009,0.866812227074236,0.464285714285714,0.355555555555556
1,203,0.0283804386067785,0.212218649517685,0.0218068535825545,0.0762331838565023,0.731441048034935,0.630952380952381,0.2
1,204,0.780931159845198,0.578778135048232,0.122879889235029,0.2152466367713,0.895196506550218,0.261904761904762,0.255555555555556
1,205,0.108478949220124,0.414790996784566,0.165109034267913,0.331838565022422,0.877729257641921,0.583333333333333,0.4
1,206,0.81916265978656,0.639871382636656,0.465905157493942,0.394618834080717,0.927947598253275,0.226190476190476,0.155555555555556
1,207,0.687580626246042,0.665594855305466,0.474212530287297,0.89237668161435,0.941048034934498,0.19047619047619,0.755555555555556
1,208,0.802978773308315,0.594855305466238,0.439944617514711,0.295964125560538,0.88646288209607,0.261904761904762,0.2
1,209,0.774129236542747,0.559485530546624,0.399792315680166,0.52914798206278,0.91703056768559,0.214285714285714,0.655555555555556
1,210,0.794300457370705,0.67524115755627,0.27172031844929,0.784753363228699,0.945414847161572,0.130952380952381,0.5
1,211,0.796294124545561,0.520900321543408,0.142956040152302,0.282511210762332,0.877729257641921,0.119047619047619,0.3
1,212,0.687580626246042,0.0932475884244373,0.474212530287297,0.89237668161435,0.941048034934498,0.964285714285714,0.6
1,213,0.802626949689222,0.57556270096463,0.28625822083766,0.695067264573991,0.958515283842795,0.380952380952381,0.5
1,214,0.112466283569837,0.282958199356913,0.172377985462098,0.20627802690583,0.812227074235808,0.369047619047619,0.6
1,215,0.0854931394394277,0.47588424437299,0.115610938040845,0.331838565022422,0.90174672489083,0.142857142857143,0.5
1,216,0.0854931394394277,0.47588424437299,0.115610938040845,0.331838565022422,0.90174672489083,0.142857142857143,0.5
1,217,0.78902310308432,0.472668810289389,0.421253028729664,0.36322869955157,0.91703056768559,0.535714285714286,0.1
1,218,0.82326726867597,0.327974276527331,0.30944963655244,0.300448430493274,0.834061135371179,0.69047619047619,0.655555555555556
1,219,0.811187991087135,0.553054662379421,0.453097957770855,0.394618834080717,0.927947598253275,0.0476190476190476,0.1
1,220,0.0922950627418787,0.418006430868167,0.129110418830045,0.260089686098655,0.866812227074236,0.142857142857143,0.3
1,221,0.730972205934092,0.45016077170418,0.336448598130841,0.26457399103139,0.868995633187773,0.523809523809524,0.3
1,222,0.827958250263868,0.527331189710611,0.480443059882312,0.605381165919282,0.936681222707424,0.404761904761905,0.355555555555556
1,223,0.112466283569837,0.282958199356913,0.172377985462098,0.20627802690583,0.812227074235808,0.369047619047619,0.6
1,224,0.354169109886244,0.360128617363344,0.511941848390446,0.286995515695067,0.827510917030568,0.761904761904762,0.355555555555556
1,225,0.853524099917908,0.42443729903537,0.278643129110419,0.260089686098655,0.866812227074236,0.5,0.455555555555556
1,226,0.84519760759939,0.665594855305466,0.508480443059882,0.345291479820628,0.941048034934498,0.285714285714286,0.5
1,227,0.807083382197725,0.446945337620579,0.15957078573901,0.479820627802691,0.90174672489083,0.345238095238095,0.4
1,228,0.554591298229155,0.57556270096463,0.274835583246798,0.515695067264574,0.912663755458515,0.226190476190476,0.455555555555556
1,229,0.84519760759939,0.839228295819936,0.508480443059882,0.345291479820628,0.941048034934498,0.130952380952381,0.3
1,230,0.554591298229155,0.456591639871383,0.274835583246798,0.515695067264574,0.912663755458515,0.333333333333333,0.4
1,231,0.811187991087135,0.778135048231511,0.453097957770855,0.394618834080717,0.927947598253275,0.0714285714285715,0.455555555555556
1,232,0.84519760759939,0.823151125401929,0.508480443059882,0.345291479820628,0.941048034934498,0.142857142857143,0.3
1,233,0.802978773308315,0.530546623794212,0.439944617514711,0.295964125560538,0.88646288209607,0.333333333333333,0.255555555555556
1,234,0.778702943590946,0.710610932475884,0.245759778470059,0.125560538116592,0.74235807860262,0.25,0.3
1,235,0.781634807083382,0.498392282958199,0.410868812737972,0.367713004484305,0.919213973799127,0.119047619047619,0.3
1,236,0.696024393104257,0.559485530546624,0.484596746278989,0.457399103139013,0.895196506550218,0.30952380952381,0.6
1,237,0.781634807083382,0.514469453376206,0.410868812737972,0.367713004484305,0.919213973799127,0.369047619047619,0.155555555555556
1,238,0.802978773308315,0.533762057877814,0.439944617514711,0.295964125560538,0.88646288209607,0.297619047619048,0.2
1,239,0.781634807083382,0.736334405144695,0.410868812737972,0.367713004484305,0.919213973799127,0.142857142857143,0.4
1,240,0,0.360128617363344,0.00207684319833853,0.139013452914798,0.687772925764192,0.714285714285714,0.155555555555556
1,241,0.0417497361322857,0.418006430868167,0.0512287988923503,0.152466367713004,0.820960698689956,0.428571428571429,0.255555555555556
