ObjectID,d6,d7,d4,d8,d3,d5,d2,d1,d9
30,0.06122857490961077,0.0457660980108284,0.06697759344603049,0.09711520087074295,0.28235294188137827,0.005523924833485132,0.14934409760111156,0.09343715239154615,0.08914022441623604
31,0.059546623708007534,0.028301563567412865,0.04228968651486286,0.07088337275795843,0.13333333408229778,0.0037183641168287585,0.22855701327704234,0.06266221727845755,0.05842886063718016
32,0.08938934334691163,0.04919100109283289,0.06265160964162311,0.09038506654748646,0.2627450978629888,0.00745606018391354,0.23007063653243606,0.08847608939562476,0.09386438543219813
33,0.046717059893379154,0.053535923052244985,0.01683230461390898,0.030418829285693956,0.4300653595799232,0.001556419618309866,0.475782038031522,0.021254153689284384,0.022581854753198745
34,0.07997875184068876,0.04923002743196615,0.043081815816341115,0.06787296701790155,0.1908496741645197,0.005001701174812552,0.28153380408937323,0.07352777130144603,0.07605339858513882
35,0.055789846308592794,0.04173424650162673,0.018483056400507028,0.03890523015285357,0.34640522872145596,0.0019762930075801245,0.4636730577699845,0.0192806822395254,0.02158983808076744
36,0.012240075515674995,0.023736272067793687,0.0,0.017052105770507735,0.21045751631049814,0.0,0.31281533691347924,0.015202076381164255,0.012770659263051792
37,0.06269262720185818,0.06488439526814957,0.020975884443742245,0.03082669187731122,0.5228758173973175,0.0024024663818583833,0.4581231087243471,0.02780867630700779,0.0328067702885867
38,0.044129669269983046,0.06319339708623159,0.017067093927644363,0.022853786715818163,0.5084967319086592,0.0014790306685159554,0.3662966688109414,0.034111976269929546,0.03882555723270476
39,0.05701972994564296,0.06870782573354914,0.0995885128983364,0.12876412497477807,0.42614379115072754,0.007292305744267686,0.18668012055598632,0.1231342849833148,0.1112077229554447
40,0.009634543760072809,0.0026473035445517025,0.049108715330654924,0.08064175654890324,0.15032679789961612,8.81368639732664E-4,0.10040363257902438,0.05450500556173526,0.03871370903623652
41,0.013169965027616613,0.02769432999375138,0.06608790234245268,0.09817378284965118,0.18039215710505713,0.0014944904358894521,0.09535822461851814,0.08769319525398592,0.06595986939146783
42,0.02026954672847198,0.06548894690477589,0.027594972573451025,0.04223443624931532,0.5019607851508033,9.543823462411689E-4,0.3244197789806917,0.04931405265109381,0.043291392629224316
43,0.0800439228377564,0.06063647778614768,0.056918803752415016,0.08174433827163126,0.1542483663288118,0.006214733614440187,0.1912209874313613,0.1403289393029292,0.135991580040779
44,0.06902734270322661,0.041044371535827545,0.01810371050275425,0.038634320349798475,0.18300653730612831,0.002427407045547018,0.2709384470832295,0.05524657026325546,0.056169547590934586
45,0.021690079481665268,0.026518287710577845,0.017145153026404167,0.04200151457729003,0.19607843269425096,6.983078619443163E-4,0.3319878894760479,0.025775230737856876,0.018023935023137115
46,0.026564010765134902,0.03282243367177326,0.004588560580744583,0.020117756602814264,0.2941176471689654,4.24518394475981E-4,0.46770938356022823,0.00667408231368187,0.006057006835192377
47,0.08526447882712246,0.061151001574014846,0.033469649065868634,0.052531448272350185,0.3908496734155552,0.004431145389052826,0.4929364291443719,0.034618043863552085,0.04147977670526618
48,0.05963118491559202,0.05465209378070675,0.09223621322706052,0.12360311528554764,0.1241830071233708,0.007096461422179591,0.26690211840217953,0.09914561538746755,0.08695293306054139
49,0.019191388829858644,0.02312350530267002,0.03752651480170451,0.06616813395838299,0.18562091563478839,0.0011858995254919356,0.19273461068675504,0.05831572895810159,0.04461129897333143
50,0.06280423255972492,0.05008617856991157,0.07773605666687913,0.10725250009209152,0.1281045755525665,0.006415134875765309,0.14833501543084907,0.16375763793103446,0.15456019725606376
51,0.16143438404388175,0.09660382516477486,0.07555351939486096,0.09579118594820678,0.43398692800911887,0.015312224300057634,0.46922300681562207,0.0767519466073415,0.09525143376528963
52,0.10292514871725306,0.07680103912198903,0.04484628614086813,0.06250311631904987,0.3816993464566283,0.006576395181614993,0.38950555005456,0.06377211564701521,0.07309127977918917
53,0.19698698564647713,0.08972852714510124,0.13243661469459278,0.16231551953298484,0.9437908481459025,0.03001373469220858,0.6357214926387773,0.06611911861327399,0.0988297734844957
54,0.12461354940123248,0.0823414318637667,0.05419193035467434,0.07299216128436785,0.28235294188137827,0.009140802594487843,0.3718466207473851,0.08305524657026325,0.09174589326475918
55,0.09907467201101736,0.09247604282187027,0.12509784796495294,0.153782546461414,0.2483660142467416,0.014835636643448991,0.33249243056117916,0.13626860218761588,0.13223171052360777
56,0.02681604292965833,0.05252153709200599,0.012884408786337932,0.022511004844761796,0.27320261492245135,7.257970611106882E-4,0.32290615572529796,0.04449388209121246,0.04600397112585699
57,0.007149253632999272,0.054447125372886096,0.013960498207213325,0.023444404395410907,0.5503267964016872,1.3719444008716537E-4,0.44349142303715344,0.018168335187245088,0.020071768501415753
58,0.018132687151591827,0.0323780859750296,0.0027977013266013463,0.015178399212292531,0.19869281102291106,1.8390035549635574E-4,0.1473259332605866,0.07415647015202076,0.07095829055476419
59,0.027716916637714317,0.042448036188460506,0.009570703693532495,0.023531336524661273,0.29803921559816104,6.326183899067279E-4,0.21594349193037363,0.05450500556173526,0.05597637677177452
60,0.0655292091728991,0.04443506867407222,0.013233441329777891,0.02941955166752836,0.2627450978629888,0.0019449619019401918,0.34762865733350407,0.03485354097144976,0.03853553018604799
61,0.0655292091728991,0.04443506867407222,0.013233441329777891,0.02941955166752836,0.2627450978629888,0.0019449619019401918,0.34762865733350407,0.03485354097144976,0.03853553018604799
62,0.02238172931372265,0.034619676122954204,0.0325274320302213,0.05854284689750631,0.2522875826759373,0.001204169414186475,0.3047426853329918,0.0420516341490545,0.03261445778109993
63,0.06264826767310391,0.04193120915618807,0.019776848934063042,0.040639224518138665,0.3098039227581592,0.0023162567786655297,0.3965691223555912,0.02780867630700779,0.030380306591296556
64,0.04599193404864102,0.04412664486394789,0.019394386635223658,0.0392684240167966,0.2836601301095028,0.0016703265755317733,0.3970736634407225,0.030404152762328517,0.0307403800101853
65,0.03578874129591979,0.033080279160643294,0.015455535832047847,0.0378714631417914,0.14509803936988483,0.0011164697838990942,0.13218970648826167,0.10678531701890989,0.09958719375776665
66,0.08662497095953169,0.05923973632056105,0.03218237628772525,0.05145105484178317,0.17647058867586143,0.004379601358178455,0.15287588230622404,0.14794215795328142,0.15119795803925837
67,0.014005842490781538,0.02395928346383241,9.013797824116883E-4,0.019084507761376455,0.26797385639272003,5.320327453644342E-5,0.2240161435108611,0.027067111605487575,0.024178894021640078
68,0.014095635412817033,0.028809645329534884,0.0015053477746345897,0.015630577982483844,0.33071895500467324,6.897149993751389E-5,0.30423814424786055,0.015572858731924356,0.013541749563161426
69,0.013593822760610906,0.024510298641567976,9.053162209758728E-4,0.018624558820123517,0.328104574803602,4.539047510026861E-5,0.3456104929929791,0.007834159510567297,0.003577039244787153
70,0.010455001154692903,0.033529046277223626,0.003934821214025792,0.017610807928401133,0.6705882350958624,4.490701603343869E-5,0.4212916239637973,0.0,0.0
71,0.03668990463479767,0.1482229208066607,0.3683472295410493,0.41391140565331147,0.08496732095900283,0.017106472086063286,0.11654893863080554,0.6010715216907674,0.49228107240353364
72,0.2572161006534935,0.31561240719488326,0.17516139837951006,0.15455403433738205,0.29150326884030525,0.04996617165197296,0.23107971581189227,0.4755894404894327,0.5049894149341588
73,0.08440845123104816,0.13686200113475328,0.16502329358230564,0.19177077203829065,0.1241830071233708,0.01644139948832129,0.1765893046349739,0.3638290830552466,0.3388381938507013
74,0.08956549166986284,0.0994525063131288,0.17959871913067268,0.21291474286741705,0.1594771248585431,0.01877189095421128,0.27497477287347327,0.2025841295142751,0.18001499028763457
75,0.06827397328652071,0.16461600888499156,0.3405356002876945,0.3810861767741811,0.2183006531688895,0.026885080924140606,0.1276488396128867,0.517982944011865,0.43699605249728746
76,0.0023492770299799823,0.04029970381299462,0.14885317493669437,0.18488910863613034,0.12874148554759277,0.0015805572715066674,0.08451703344989767,0.24731182795698925,0.19116001878712885
77,0.0023152740711381813,0.06025349410837122,0.18889139685602863,0.22641000957614246,0.39607843194528647,0.002047518644536047,0.08274470038104323,0.20281794586577678,0.14566319130067962
78,0.0,0.03738794790703168,0.16385327192692764,0.20107316967083608,0.28627451031057394,0.001340774108728456,0.03935418729539975,0.21838043433444565,0.1693377112344842
79,0.07772998078651076,0.11506457782863319,0.3565822761563427,0.40220676904156655,0.216993464940765,0.03155538675904665,0.082240159295912,0.503800645902855,0.47043569416626047
80,0.09661007226345637,0.2343165265783158,0.5945889946481039,0.6488687156133623,0.2784313734521826,0.06307877076830197,0.26437941297652334,0.516772730441231,0.38003111073675266
81,0.11200150232828125,0.18231888459357354,0.351927209324241,0.3917290823207707,0.25751633933325746,0.043514212035824694,0.24974773018013594,0.3740504516129032,0.31245458469949444
82,0.030219770426386103,0.14204275472028982,0.5132284465595346,0.5678237286955646,0.247058824146206,0.02031157089272259,0.19223006960162378,0.43295021023359287,0.2778928379651788
83,0.11665740266427141,0.2416717415833467,0.5337478815978404,0.5828483393536175,0.28627451031057394,0.06755378387777403,0.19828455973239253,0.5728364149054505,0.4610684686424686
84,0.09460778277494193,0.20704327336110168,0.5917854944556283,0.6499962204301137,0.13202614398176218,0.061599798483978924,0.2199798177206174,0.5312757656655542,0.38706237225479
85,0.2524687121707204,0.2754569737844051,0.3552759676157629,0.39511392741203166,0.03921568616436798,0.09500769815086486,0.1432896045795366,0.7404523544679272,0.7028602133721472
86,0.08025632357452081,0.13934184787746973,0.2696056374770876,0.3066695686506912,0.20392156955264235,0.024859393671149067,0.06306760673334336,0.6292176492398961,0.5835599842249032
87,0.4774706961844721,1.0,0.41282484608867426,0.12409304593968476,0.8313725481825299,0.20412344391342147,0.31584258342426674,0.7404523544679272,0.8430035465940575
88,0.1085150604466758,0.10250600442028024,0.051047805553695265,0.06876040477542546,0.23362819538936294,0.007636058968427309,0.0,0.5795879814608824,0.5850760024288925
89,0.6192139799884204,0.2623696293086276,0.09676752649283338,0.0,0.3210235953905972,0.07029799517813488,0.09132189593746817,0.5921394141638857,0.7530656232777547
90,0.10624386549945924,0.2183609611338874,0.14436168476787162,0.14802952507559544,0.15507908023392375,0.018013014828498042,0.11391647796471238,0.6845080292918055,0.6553565636064214
91,0.30840345310820644,0.3552574510908666,0.22415710374133285,0.20874148131320353,0.2542597427241251,0.07478225511713515,0.1929824915400483,0.6477567667779013,0.6465594848440251
92,0.3217356085218049,0.657743476397122,0.47484649532357154,0.4413097032543844,0.63267973903203,0.15875354675577022,0.19979818298778626,0.8331479421579532,0.841641966402153
93,0.24496901266588322,0.4901893487107393,0.32881558192934135,0.30346400770590837,0.5084967319086592,0.08572400302916573,0.23007063653243606,0.6292176492398961,0.6381449878032031
94,0.15908683237236723,0.30455755018583736,0.2423566509831777,0.2474196415847792,0.33725490176252904,0.042492776263977586,0.12159434948211797,0.6662958843159065,0.649277236085539
95,0.2109741734947385,0.34942873572968447,0.35056449816621105,0.36598245920095335,0.4183006542923362,0.0789019821635977,0.163975780397499,0.6292176492398961,0.6126610622540458
96,0.1537985469126378,0.4689481932053922,0.29272437259795975,0.2620678409011998,0.5464052279724916,0.04916321049215928,0.17608476354984265,0.6477567667779013,0.643381496124178
97,0.12081790325993969,0.17114110353175635,0.2440889363001213,0.2750107263360902,0.20522875778076682,0.032993906913451915,0.1019172558344181,0.5736002966258805,0.5332983458666067
98,0.3214030092706243,0.678797590723866,0.5399645130477793,0.5171169302522954,0.4692810457442912,0.17956663992791114,0.20433904986316123,0.9999999999999999,1.0
99,0.40406600132603077,0.7663693854892849,0.3426018748601799,0.18305946596579095,0.7856209152603062,0.14505249947935617,0.15539858773188026,0.825673021134594,0.9241785107417667
100,0.38194147114317917,0.591826979442608,0.552210895926003,0.5522309967539504,0.5372549010135645,0.21712527081791805,0.2073662963739487,0.8516870596959584,0.8380684460584334
101,0.2768123564991652,0.3765885989418089,0.29759133339705934,0.2968121948173898,0.3568627457809186,0.08778548859195301,0.1584258313518615,0.7033741193919169,0.6992682596586395
102,0.46445943852571187,0.45808789750565465,0.4795726896168867,0.4942946344232693,0.32156862804574626,0.22944489007425178,0.2734611496180795,0.7033741193919169,0.7084960060177025
103,0.9999999999999999,0.9593293656955886,1.0,1.0,0.5137254904383904,1.0,0.5438950556161778,0.9258435298479791,0.9162943672584396
104,0.16844101707892653,0.22367909101245248,0.39978772673201746,0.4472871341878496,0.0,0.07215705685532695,0.1720484348687927,0.5550611790878753,0.48722436935561536
105,0.15898738470185217,0.3987634993382589,0.1588420825396408,0.05963760286907475,0.3803921563560927,0.028759043755254576,0.09434914244825568,0.814608824619948,0.8499098919950221
106,0.31915204693629173,0.341376517938111,0.6953736736578513,0.7484987422214773,0.2156862748402294,0.22805651090657258,0.1664984858231552,0.9258435298479791,0.8732998116315984
