id,d1,d3,d4,d2
50,0.19444444444444442,0.06779661016949151,0.04166666666666667,0.5416666666666665
51,0.75,0.6271186440677966,0.5416666666666667,0.5
52,0.5833333333333335,0.5932203389830508,0.5833333333333334,0.5
53,0.7222222222222223,0.6610169491525424,0.5833333333333334,0.45833333333333326
54,0.33333333333333326,0.5084745762711864,0.5000000000000001,0.12499999999999989
55,0.6111111111111112,0.6101694915254237,0.5833333333333334,0.33333333333333326
56,0.38888888888888884,0.5932203389830508,0.5000000000000001,0.33333333333333326
57,0.5555555555555556,0.6271186440677966,0.6250000000000001,0.5416666666666665
58,0.16666666666666674,0.38983050847457623,0.375,0.16666666666666663
59,0.6388888888888888,0.6101694915254237,0.5000000000000001,0.375
60,0.25,0.49152542372881347,0.5416666666666667,0.29166666666666674
61,0.19444444444444442,0.423728813559322,0.375,0.0
62,0.44444444444444464,0.5423728813559322,0.5833333333333334,0.41666666666666674
63,0.4722222222222223,0.5084745762711864,0.375,0.08333333333333337
64,0.4999999999999998,0.6271186440677966,0.5416666666666667,0.375
65,0.36111111111111094,0.44067796610169496,0.5000000000000001,0.375
66,0.6666666666666667,0.576271186440678,0.5416666666666667,0.45833333333333326
67,0.36111111111111094,0.5932203389830508,0.5833333333333334,0.41666666666666674
68,0.4166666666666665,0.5254237288135593,0.375,0.29166666666666674
69,0.5277777777777779,0.5932203389830508,0.5833333333333334,0.08333333333333337
70,0.36111111111111094,0.49152542372881347,0.4166666666666667,0.20833333333333326
71,0.44444444444444464,0.6440677966101694,0.7083333333333334,0.5
72,0.4999999999999998,0.5084745762711864,0.5000000000000001,0.33333333333333326
73,0.5555555555555556,0.6610169491525424,0.5833333333333334,0.20833333333333326
74,0.4999999999999998,0.6271186440677966,0.4583333333333333,0.33333333333333326
75,0.5833333333333335,0.559322033898305,0.5000000000000001,0.375
76,0.6388888888888888,0.576271186440678,0.5416666666666667,0.41666666666666674
77,0.6944444444444444,0.6440677966101694,0.5416666666666667,0.33333333333333326
78,0.6666666666666667,0.6779661016949152,0.6666666666666667,0.41666666666666674
79,0.4722222222222223,0.5932203389830508,0.5833333333333334,0.375
80,0.38888888888888884,0.423728813559322,0.375,0.25
81,0.33333333333333326,0.47457627118644063,0.4166666666666667,0.16666666666666663
82,0.33333333333333326,0.4576271186440678,0.375,0.16666666666666663
83,0.4166666666666665,0.49152542372881347,0.4583333333333333,0.29166666666666674
84,0.4722222222222223,0.6949152542372881,0.6250000000000001,0.29166666666666674
85,0.3055555555555556,0.5932203389830508,0.5833333333333334,0.41666666666666674
86,0.4722222222222223,0.5932203389830508,0.6250000000000001,0.5833333333333333
87,0.6666666666666667,0.6271186440677966,0.5833333333333334,0.45833333333333326
88,0.5555555555555556,0.576271186440678,0.5000000000000001,0.12499999999999989
89,0.36111111111111094,0.5254237288135593,0.5000000000000001,0.41666666666666674
90,0.33333333333333326,0.5084745762711864,0.5000000000000001,0.20833333333333326
91,0.33333333333333326,0.576271186440678,0.4583333333333333,0.25
92,0.4999999999999998,0.6101694915254237,0.5416666666666667,0.41666666666666674
93,0.4166666666666665,0.5084745762711864,0.4583333333333333,0.25
94,0.19444444444444442,0.38983050847457623,0.375,0.12499999999999989
95,0.36111111111111094,0.5423728813559322,0.5000000000000001,0.29166666666666674
96,0.38888888888888884,0.5423728813559322,0.4583333333333333,0.41666666666666674
97,0.38888888888888884,0.5423728813559322,0.5000000000000001,0.375
98,0.5277777777777779,0.559322033898305,0.5000000000000001,0.375
99,0.2222222222222221,0.3389830508474576,0.4166666666666667,0.20833333333333326
100,0.38888888888888884,0.5254237288135593,0.5000000000000001,0.33333333333333326
101,0.5555555555555556,0.847457627118644,1.0,0.5416666666666665
102,0.4166666666666665,0.6949152542372881,0.75,0.29166666666666674
103,0.7777777777777777,0.8305084745762712,0.8333333333333335,0.41666666666666674
104,0.5555555555555556,0.7796610169491525,0.7083333333333334,0.3753
105,0.6111111111111112,0.8135593220338982,0.8750000000000001,0.41666666666666674
106,0.9166666666666665,0.9491525423728813,0.8333333333333335,0.41666666666666674
107,0.16666666666666674,0.5932203389830508,0.6666666666666667,0.20833333333333326
108,0.833333333333333,0.8983050847457625,0.7083333333333334,0.3753
109,0.6666666666666667,0.8135593220338982,0.7083333333333334,0.20833333333333326
110,0.8055555555555556,0.8644067796610169,1.0,0.6666666666666667
111,0.6111111111111112,0.6949152542372881,0.7916666666666667,0.5
112,0.5833333333333335,0.7288135593220338,0.75,0.29166666666666674
113,0.6944444444444444,0.7627118644067796,0.8333333333333335,0.41666666666666674
114,0.38888888888888884,0.6779661016949152,0.7916666666666667,0.20833333333333326
115,0.4166666666666665,0.6949152542372881,0.9583333333333334,0.33333333333333326
116,0.5833333333333335,0.7288135593220338,0.9166666666666666,0.5
117,0.6111111111111112,0.7627118644067796,0.7083333333333334,0.41666666666666674
118,0.9444444444444442,0.9661016949152543,0.8750000000000001,0.7499999999999998
119,0.9444444444444442,1.0,0.9166666666666666,0.25
120,0.4722222222222223,0.6779661016949152,0.5833333333333334,0.08333333333333337
121,0.7222222222222223,0.7966101694915254,0.9166666666666666,0.5
122,0.36111111111111094,0.6610169491525424,0.7916666666666667,0.33333333333333326
123,0.9444444444444442,0.9661016949152543,0.7916666666666667,0.33333333333333326
124,0.5555555555555556,0.6610169491525424,0.7083333333333334,0.29166666666666674
125,0.6666666666666667,0.7966101694915254,0.8333333333333335,0.5416666666666665
126,0.8055555555555556,0.847457627118644,0.7083333333333334,0.5
127,0.5277777777777779,0.6440677966101694,0.7083333333333334,0.33333333333333326
128,0.4999999999999998,0.6610169491525424,0.7083333333333334,0.41666666666666674
129,0.5833333333333335,0.7796610169491525,0.8333333333333335,0.33333333333333326
130,0.8055555555555556,0.8135593220338982,0.6250000000000001,0.41666666666666674
131,0.8611111111111112,0.8644067796610169,0.75,0.33333333333333326
132,1.0,0.9152542372881356,0.7916666666666667,0.7499999999999998
133,0.5833333333333335,0.7796610169491525,0.8750000000000001,0.33333333333333326
134,0.5555555555555556,0.6949152542372881,0.5833333333333334,0.33333333333333326
135,0.4999999999999998,0.7796610169491525,0.5416666666666667,0.25
136,0.9444444444444442,0.8644067796610169,0.9166666666666666,0.41666666666666674
137,0.5555555555555556,0.7796610169491525,0.9583333333333334,0.5833333333333333
138,0.5833333333333335,0.7627118644067796,0.7083333333333334,0.45833333333333326
139,0.4722222222222223,0.6440677966101694,0.7083333333333334,0.41666666666666674
140,0.7222222222222223,0.7457627118644068,0.8333333333333335,0.45833333333333326
141,0.6666666666666667,0.7796610169491525,0.9583333333333334,0.45833333333333326
142,0.7222222222222223,0.6949152542372881,0.9166666666666666,0.45833333333333326
143,0.4166666666666665,0.6949152542372881,0.75,0.29166666666666674
144,0.6944444444444444,0.8305084745762712,0.9166666666666666,0.5
145,0.6666666666666667,0.7966101694915254,1.0,0.5416666666666665
146,0.6666666666666667,0.711864406779661,0.9166666666666666,0.41666666666666674
147,0.5555555555555556,0.6779661016949152,0.75,0.20833333333333326
148,0.6111111111111112,0.711864406779661,0.7916666666666667,0.41666666666666674
149,0.5277777777777779,0.7457627118644068,0.9166666666666666,0.5833333333333333
150,0.44444444444444464,0.6949152542372881,0.7083333333333334,0.41666666666666674
